SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,9880,9914.99,9860,9875,9875,9880,146,1441015.96,29-Jul-2025,13,IN0020200104
SGBN28VIII,GB,10174.45,10174.45,9950,9986.75,9990,9974.95,93,928155.25,29-Jul-2025,46,IN0020200286
SGBMAY29I,GB,9906,9919.99,9350,9898.21,9918.5,9911.79,1858,18228165.50,29-Jul-2025,202,IN0020210053
SGBJUN29II,GB,9910,9915,9890,9893.5,9890.01,9901.5,413,4086433.36,29-Jul-2025,37,IN0020210061
SGBJU29III,GB,9899.5,9909,9885.5,9885.5,9885.5,9898.26,82,811819.50,29-Jul-2025,20,IN0020210087
SGBSEP29VI,GB,9930,9945,9900.05,9930,9930,9923.8,154,1528651.62,29-Jul-2025,33,IN0020210145
SGBNV29VII,GB,9903.49,10111.55,9903.49,9978.32,10111.55,9903.49,239,2375860.17,29-Jul-2025,46,IN0020210178
SGBOCT25,GB,10100,10100,10100,10100,10100,10100,2,20200.00,29-Jul-2025,2,IN0020170059
SGBOCT25IV,GB,9822,9900,9821,9900,9900,9950,103,1014171.00,29-Jul-2025,37,IN0020170067
SGBNOV25VI,GB,9904.02,9904.02,9904.02,9904.02,9904.02,9953,5,49520.10,29-Jul-2025,1,IN0020170083
SGBDEC25,GB,9905,9905,9899,9899,9899,9898.99,3,29709.00,29-Jul-2025,2,IN0020170125
SGBNOV258,GB,9854.26,9854.26,9854.26,9854.26,9854.26,9725.32,1,9854.26,29-Jul-2025,1,IN0020170109
SGBDEC2513,GB,9970,9970,9970,9970,9970,9970,1,9970.00,29-Jul-2025,1,IN0020170158
SGBMAY26,GB,9871.26,9960,9871.26,9955.29,9960,9932.26,535,5317172.51,29-Jul-2025,50,IN0020180033
SGBOCT26,GB,9974.99,9974.99,9974.99,9974.99,9974.99,9974.99,1,9974.99,29-Jul-2025,1,IN0020180249
SGBNOV26,GB,9940,9940,9851,9895.02,9895.02,9930,5,49477.02,29-Jul-2025,4,IN0020180314
SGBDEC26,GB,9821.01,9915,9821.01,9915,9915,9950,12,118886.00,29-Jul-2025,4,IN0020180389
SGBJAN26,GB,9960,9961,9960,9961,9961,9959.99,8,79686.00,29-Jul-2025,6,IN0020170166
SGBJUN27,GB,9900,9998.99,9701,9953.23,9998.99,9900,77,765785.99,29-Jul-2025,13,IN0020190073
SGBJUL27,GB,9817.01,9890.4,9817,9890.4,9890.4,9851,16,157439.05,29-Jul-2025,4,IN0020190081
SGBAUG27,GB,9930,9967.7,9907,9939.5,9939.5,9907,185,1836579.20,29-Jul-2025,18,IN0020190107
SGBSEP27,GB,9900,9900,9900,9900,9900,9900,1,9900.00,29-Jul-2025,1,IN0020190115
SGBJAN27,GB,9871,9949.9,9851.01,9851.01,9851.01,9899,47,464204.59,29-Jul-2025,19,IN0020180462
SGBOCT27,GB,9900,9900,9900,9900,9900,9899,1,9900.00,29-Jul-2025,1,IN0020190370
SGBFEB27,GB,9998.9,9998.9,9998.9,9998.9,9998.9,9969.9,4,39995.60,29-Jul-2025,2,IN0020180561
SGBOCT27VI,GB,9733.01,9900,9733.01,9826.01,9826.01,9900.44,212,2079373.72,29-Jul-2025,25,IN0020190388
SGBDC27VII,GB,9940,9940,9865,9865,9865,9949.99,53,526645.60,29-Jul-2025,5,IN0020190461
SGBAPR28I,GB,9993,9993,9900,9926.96,9930,9970.64,230,2281827.97,29-Jul-2025,27,IN0020200062
SGBMAY28,GB,9919.99,9919.99,9870,9909.66,9909.66,9880.47,166,1643149.78,29-Jul-2025,58,IN0020200088
SGBJUL28IV,GB,9918,9918,9850,9884,9888.5,9889.94,2447,24187094.79,29-Jul-2025,152,IN0020200146
SGBAUG28V,GB,9934.85,9967.99,9929.5,9941.15,9945,9934.85,889,8840076.88,29-Jul-2025,81,IN0020200161
SGBSEP28VI,GB,9926.6,9940,9902,9925.6,9930,9926.6,64,635250.12,29-Jul-2025,15,IN0020200195
SGBOC28VII,GB,9851,9975,9851,9911,9900.01,9915,143,1415804.19,29-Jul-2025,18,IN0020200203
SGBJ28VIII,GB,9900,9900,9801,9899.76,9899.76,9900,48,474504.75,29-Jul-2025,9,IN0020190537
SGBMAR28X,GB,9805.16,9940,9805.15,9940,9940,9912.01,30,296331.77,29-Jul-2025,7,IN0020190552
SGBJUL29IV,GB,9929.99,9930,9890,9906.16,9900,9886.64,236,2339272.67,29-Jul-2025,42,IN0020210111
SGBJAN29IX,GB,9856,9930,9856,9882,9880.05,9924.53,90,890965.29,29-Jul-2025,39,IN0020200377
SGBAUG29V,GB,10000,10000,9921,9950,9950,9961.66,45,448117.51,29-Jul-2025,17,IN0020210129
SGBD29VIII,GB,9932,9970,9901,9939,9939,9931.08,311,3090016.55,29-Jul-2025,31,IN0020210228
SGBJAN29X,GB,9873,9919,9873,9912.13,9918,9900,157,1556267.09,29-Jul-2025,40,IN0020200385
SGBFEB29XI,GB,9940.5,9945,9930,9940,9940,9940,62,615828.00,29-Jul-2025,11,IN0020200393
SGBMR29XII,GB,9862.01,9925,9862.01,9924.81,9924.95,9928.51,52,515525.14,29-Jul-2025,17,IN0020200427
SGBJUN30,GB,10039,10039,9950,9975,9975,9950,95,946914.00,29-Jul-2025,39,IN0020220045
SGBAUG30,GB,10011,10076,10011,10062.15,10074,10063.2,109,1096466.22,29-Jul-2025,30,IN0020220078
SGBDE30III,GB,9802.26,10104.99,9802.26,10045,10040,10053.6,333,3345872.60,29-Jul-2025,55,IN0020220110
SGBJAN30IX,GB,9974.99,9978,9871.01,9974.82,9978,9921.72,261,2591493.11,29-Jul-2025,57,IN0020210236
SGBJUN31I,GB,10149,10168,10126,10146.63,10143,10126.53,308,3125707.42,29-Jul-2025,89,IN0020230069
SGBSEP31II,GB,9941.66,10250,9941.66,10181.63,10190,10196.58,916,9333966.55,29-Jul-2025,122,IN0020230093
SGBDE31III,GB,10186.35,10229.99,10180,10208.54,10212.97,10186.35,1603,16356729.18,29-Jul-2025,192,IN0020230168
SGBMAR31IV,GB,10118,10131,10052,10105.86,10110,10118.18,199,2009380.71,29-Jul-2025,33,IN0020220169
SGBFEB32IV,GB,10942.38,11011,10942.38,10950.85,10954,10942.38,806,8836592.51,29-Jul-2025,160,IN0020230184
20MICRONS,EQ,236.5,263.99,236.5,253.3,253,239.47,1090171,277993826.00,29-Jul-2025,20056,INE144J01027
21STCENMGM,EQ,61.2,61.5,59.2,61.06,61.5,60.33,12599,765114.52,29-Jul-2025,275,INE253B01015
360ONE,EQ,1070,1087,1059,1082.4,1083.8,1074.6,690591,741415918.60,29-Jul-2025,29705,INE466L01038
GOLD360,EQ,96.85,97.25,96.45,97,97,96.85,4262,412313.60,29-Jul-2025,66,INF579M01BB5
SILVER360,EQ,112.77,112.77,112,112,112,112.21,1822,205140.14,29-Jul-2025,26,INF579M01BC3
3IINFOLTD,EQ,23.2,24.31,23.02,24.08,24.05,23.35,321479,7583705.40,29-Jul-2025,1615,INE748C01038
3MINDIA,EQ,31050,31140,30500,30915,30900,30950,4674,144107320.00,29-Jul-2025,2300,INE470A01017
3PLAND,EQ,46.1,46.89,44.51,45.09,44.71,45.5,4247,193899.79,29-Jul-2025,219,INE105C01023
5PAISA,EQ,374,393.95,370.8,388.2,393,376.35,26640,10115996.05,29-Jul-2025,2021,INE618L01018
63MOONS,EQ,1002.5,1025.3,991.2,1016,1014,1005,118437,119607730.70,29-Jul-2025,5351,INE111B01023
734IRFC28,N4,1095.1,1095.1,1095.1,1095.1,1095.1,1092.12,101,110605.10,29-Jul-2025,2,INE053F07579
743REC35,NH,1199.99,1199.99,1195,1195,1195,1170,256,306129.58,29-Jul-2025,2,INE020B07JU4
760PFCL35,N3,1200,1200.11,1200,1200.11,1200.11,1198.4,144,172800.55,29-Jul-2025,2,INE134E07588
764NABAR31,N2,1116.1,1116.1,1115.5,1116,1116,1114.79,434,484138.75,29-Jul-2025,9,INE261F07032
764HUDCO31,N8,1125,1125,1125,1125,1125,1125,569,640125.00,29-Jul-2025,3,INE031A07AO5
769HUDCO31,N9,1138,1139,1138,1139,1139,1138.99,547,622512.00,29-Jul-2025,2,INE031A07AT4
774IREDA31,N7,1131.01,1131.01,1131.01,1131.01,1131.01,1129,25,28275.25,29-Jul-2025,1,INE202E07229
82HUDCO27,N2,1069.99,1069.99,1069.99,1069.99,1069.99,1069.01,500,534995.00,29-Jul-2025,3,INE031A07840
875NHAI29,N6,1150.1,1150.1,1150.1,1150.1,1150.1,1148,100,115010.00,29-Jul-2025,1,INE906B07DF8
876HUDCO28,ND,1162,1162,1162,1162,1162,1153,10,11620.00,29-Jul-2025,2,INE031A07949
891IIFCL34,N4,1275,1275,1260.11,1275,1275,1271,1319,1681710.11,29-Jul-2025,3,INE787H07370
891NTPC33,N6,1275,1278,1273,1274.12,1273,1275,600,764474.90,29-Jul-2025,5,INE733E07JJ9
892NHPC33,N6,1247.39,1248.5,1247.01,1247.44,1248.5,1247.99,450,561312.63,29-Jul-2025,15,INE848E07567
892PFCL33,N8,1285,1300,1277.5,1285.19,1285.5,1275.01,1261,1628469.96,29-Jul-2025,23,INE134E07463
901HUDCO34,NE,1305,1308.99,1285,1294.9,1294.9,1285,647,845247.40,29-Jul-2025,8,INE031A07AB2
ABCOTS,SM,418,418,410,416.85,410,418.95,4250,1772500.00,29-Jul-2025,10,INE08PH01015
ABINFRA,BE,185.5,185.5,182.02,184.2,184.85,184.65,18068,3332946.76,29-Jul-2025,220,INE00YB01017
A2ZINFRA,BE,21.54,22.37,20.75,21.54,21.6,21.54,185274,3974374.30,29-Jul-2025,289,INE619I01012
AAATECH,EQ,83.22,88.75,81,87.5,87.99,83.22,44431,3815473.93,29-Jul-2025,1384,INE0D0U01013
AADHARHFC,EQ,514,515.7,500.4,509.1,508.05,516.55,723337,367182213.60,29-Jul-2025,21258,INE883F01010
AAKAAR,SM,90.55,90.55,75,86.4,86.5,90.55,131200,11150560.00,29-Jul-2025,75,INE1GYP01013
AAKASH,BE,10.19,10.25,9.83,10.12,10.13,9.91,112782,1138352.69,29-Jul-2025,339,INE087Z01024
AAREYDRUGS,BE,63.11,63.11,63.11,63.11,63.11,64.4,5472,345337.92,29-Jul-2025,41,INE198H01019
AARON,EQ,431.3,444,426,440,438,438.3,63548,27826259.10,29-Jul-2025,6258,INE721Z01010
AARTECH,EQ,68.86,69.19,65.55,66.76,66.96,67.7,75215,5074344.43,29-Jul-2025,1419,INE01C001026
AARTIDRUGS,EQ,527,541.75,526.55,539.05,539,527.6,209615,112310249.05,29-Jul-2025,11026,INE767A01016
AARTIIND,EQ,429,444.4,428.75,442.1,442.9,428.5,2116529,933245796.45,29-Jul-2025,36279,INE769A01020
AARTIPHARM,EQ,922.95,953.75,921,937.3,935,922.95,217015,203733545.55,29-Jul-2025,21025,INE0LRU01027
AARTISURF,BE,540,545,536,544.45,543.8,537.6,3823,2062881.80,29-Jul-2025,117,INE09EO01013
AARVEEDEN,BE,169.17,174.95,165,168.65,168.06,170.02,22217,3796269.63,29-Jul-2025,162,INE273D01019
AARVI,EQ,102.2,106.7,102.2,105.06,105,103.08,15150,1594044.30,29-Jul-2025,364,INE754X01016
AATMAJ,SM,19,19,19,19,19,19,2000,38000.00,29-Jul-2025,1,INE0OB201016
AAVAS,EQ,1805.5,1815,1730.5,1758.7,1760,1805.6,149270,262303217.00,29-Jul-2025,20085,INE216P01012
ABAN,EQ,48.21,48.21,46.5,46.85,46.89,48.48,76854,3623550.93,29-Jul-2025,1167,INE421A01028
AFSL,EQ,219.1,230.4,219.1,225.02,224,220.2,67547,15047107.21,29-Jul-2025,1480,INE00ZE01026
ABB,EQ,5545,5592,5478,5579,5590,5545.5,209954,1163456375.00,29-Jul-2025,34609,INE117A01022
ABBOTINDIA,EQ,32960,34750,32865,34710,34705,32895,14011,478026845.00,29-Jul-2025,6659,INE358A01014
78ABCL33,N1,1010,1010,1010,1010,1010,1020,100,101000.00,29-Jul-2025,2,INE860H07IP2
805ABCL28,N5,895,895,895,895,895,1048,1,895.00,29-Jul-2025,1,INE860H07IT4
81ABCL33,N4,1050,1050,1050,1050,1050,1050,10,10500.00,29-Jul-2025,1,INE860H07IS6
ABHAPOWER,SM,37.35,41,37.35,39.1,38.5,37.35,59200,2359920.00,29-Jul-2025,35,INE0UYG01015
ABMINTLLTD,BE,59.4,59.4,59.4,59.4,59.4,59.4,10,594.00,29-Jul-2025,1,INE251C01025
ABSMARINE,ST,220.7,220.7,210.2,220.7,220.7,210.2,152000,33452325.00,29-Jul-2025,228,INE0QRV01016
ACC,EQ,1825.6,1844,1821.8,1827.4,1829,1825.6,432427,791656573.50,29-Jul-2025,29737,INE012A01025
ACCELYA,EQ,1365.6,1389.6,1359.5,1372.7,1377,1365.6,5938,8139989.30,29-Jul-2025,1106,INE793A01012
ACCENTMIC,SM,279.45,285,279.45,283.95,285,277.95,46000,12984975.00,29-Jul-2025,85,INE0Q5D01013
ACCPL,SM,62.85,62.85,61.1,62.7,62.7,60.85,8400,523920.00,29-Jul-2025,7,INE0T8T01010
ACCURACY,EQ,7.41,7.6,7.41,7.45,7.43,7.41,95138,709735.76,29-Jul-2025,401,INE648Z01023
ACEINTEG,EQ,25,26.2,24.52,24.92,24.81,25,2672,66985.32,29-Jul-2025,87,INE543V01017
ACMESOLAR,EQ,295.83,303.69,285.65,286.65,287.39,294.34,4606747,1354231341.75,29-Jul-2025,58561,INE622W01025
ACE,EQ,1095,1125.9,1077.7,1118.6,1124.9,1092.7,112164,123881562.00,29-Jul-2025,12182,INE731H01025
ACTIVEINFR,SM,170,170,170,170,170,170,600,102000.00,29-Jul-2025,1,INE0KLO01025
ACUTAAS,EQ,1142,1175.5,1133.7,1167.1,1164.6,1148.1,102160,117767598.80,29-Jul-2025,11338,INE00FF01025
ADANIENSOL,EQ,819,830.55,800.35,826.95,828.3,815.95,1171033,953769163.50,29-Jul-2025,37995,INE931S01010
ADANIENT,EQ,2529,2557.4,2507.5,2547.9,2545.5,2522.3,424781,1076700049.20,29-Jul-2025,32528,INE423A01024
ADANIGREEN,EQ,1007,1022.9,993.5,1015.6,1016.4,1003.9,3489498,3526586780.00,29-Jul-2025,71387,INE364U01010
ADANIPORTS,EQ,1376,1398.7,1373.6,1395.9,1397,1376,782760,1085254470.40,29-Jul-2025,38592,INE742F01042
ADANIPOWER,EQ,570,594.7,566.3,592.55,591.95,570.65,5170536,3019891724.85,29-Jul-2025,70448,INE814H01011
ATGL,EQ,628.95,631,618,629.35,629.5,625.65,620849,388653250.95,29-Jul-2025,23158,INE399L01023
LAWSIKHO,ST,155.85,156,153,153,153,154.35,5000,775125.00,29-Jul-2025,6,INE0RDH01021
ADFFOODS,EQ,262.6,269.9,261.9,264.85,267.75,262.65,47776,12669408.95,29-Jul-2025,2576,INE982B01027
ABSLAMC,EQ,870.2,881.6,855.2,874.2,871.7,870.2,448093,390960186.05,29-Jul-2025,40174,INE404A01024
ABCAPITAL,EQ,252.1,253.7,250.1,252.35,252.4,253.75,3727261,939604742.80,29-Jul-2025,47587,INE674K01013
ABFRL,EQ,73.31,75.92,73.23,75.27,75.35,73.42,6493424,486780098.95,29-Jul-2025,27624,INE647O01011
ABLBL,EQ,140.98,145,138.95,144.09,143.65,141.53,981360,139152789.98,29-Jul-2025,11873,INE14LE01019
BIRLAMONEY,EQ,167.7,170.01,165.01,169.25,170,166.69,36136,6053852.51,29-Jul-2025,1030,INE865C01022
ABREL,EQ,1958.9,1978.9,1935,1943.4,1935,1964.9,77901,152145377.40,29-Jul-2025,11481,INE055A01016
AUSL,ST,41.5,41.5,40,40.25,40.25,41,16000,643900.00,29-Jul-2025,8,INE01YQ01013
AVL,EQ,384.85,392.55,379.55,388.65,389.2,380.5,83702,32316103.20,29-Jul-2025,6116,INE679V01027
BSLGOLDETF,EQ,84.76,86.99,84.76,86.89,86.99,86.94,195559,16988458.49,29-Jul-2025,376,INF209KB18D3
BSLNIFTY,EQ,29.36,29.36,28.3,28.73,28.74,28.65,124218,3555917.81,29-Jul-2025,3400,INF209KB19D1
ADOR,EQ,1003.4,1023.9,987.9,998.7,998,1012.6,8223,8229345.10,29-Jul-2025,1290,INE045A01017
ADROITINFO,EQ,11,11.17,10.65,10.82,10.8,10.97,27924,302730.16,29-Jul-2025,243,INE737B01033
ADVENZYMES,EQ,344,353,342.1,348.4,348.65,341.25,660965,230601830.90,29-Jul-2025,21094,INE837H01020
ADVANIHOTR,EQ,59.86,60.59,59,59.76,59.39,59.65,32669,1947646.53,29-Jul-2025,952,INE199C01026
AEGISLOG,EQ,727.2,733.65,720,725.05,728.5,733,161038,116946654.10,29-Jul-2025,10119,INE208C01025
AEGISVOPAK,EQ,244,247.68,238.96,241.87,246.05,247.94,720603,174685440.02,29-Jul-2025,14378,INE0INX01018
AEL170725,ND,1005,1005,1005,1005,1005,1000,50,50250.00,29-Jul-2025,1,INE423A07419
885AEL28,NB,1001,1001.75,1001,1001,1001,1000,145,145186.25,29-Jul-2025,3,INE423A07427
895AEL27,N9,1002,1002,1002,1002,1002,1002,16,16032.00,29-Jul-2025,3,INE423A07450
9AEL30,NE,1004,1005,1004,1005,1005,1004.5,105,105495.30,29-Jul-2025,5,INE423A07443
915AEL28,NC,1000,1000.35,997,1000,1000,998,2550,2549572.00,29-Jul-2025,26,INE423A07435
930AEL30,NF,998.75,1001.85,998.6,1000.06,1000,996,1811,1810418.00,29-Jul-2025,18,INE423A07393
AEROENTER,EQ,101,101,97.5,99.81,100.89,102.57,377058,37290665.32,29-Jul-2025,3912,INE065D01027
AEROFLEX,EQ,188.75,194,186.25,186.98,188,205.98,4052237,766429507.04,29-Jul-2025,47310,INE024001021
AERON,SM,122.45,122.5,119.7,119.85,119.7,121,20000,2408450.00,29-Jul-2025,18,INE0WL801011
AESTHETIK,ST,121,124,120.65,123.5,123.5,126.6,24000,2935800.00,29-Jul-2025,12,INE0TSF01011
AETHER,EQ,764.5,782,755.9,776.5,777,764.1,147028,113066129.95,29-Jul-2025,9777,INE0BWX01014
AFCONS,EQ,400,400.1,390,396.95,397.4,400.1,1132249,447574807.95,29-Jul-2025,36813,INE101I01011
AFFLE,EQ,1839.8,2025,1805.1,1985.4,1967,1839.8,1036747,2016426746.00,29-Jul-2025,103516,INE00WC01027
AFFORDABLE,EQ,422,422,405.6,414.9,414,417.8,14247,5872541.75,29-Jul-2025,795,INE692Z01013
AGARIND,EQ,961.1,972,946.2,970.15,972,959.8,8356,8028441.05,29-Jul-2025,859,INE204E01012
AGARWALTUF,ST,122.45,127.95,122.4,127.95,127.95,124.25,13200,1623840.00,29-Jul-2025,4,INE0P8X01016
AGI,EQ,953.55,979.45,945.7,971.95,971.8,953.55,189708,182667496.60,29-Jul-2025,11612,INE415A01038
AGIIL,EQ,1069.25,1080.8,1048.55,1075.3,1070.1,1067.25,321431,341775458.50,29-Jul-2025,10511,INE976R01025
AGNI,ST,23.55,23.55,22.8,22.8,22.8,24,22500,515000.00,29-Jul-2025,8,INE0LF301013
AGRITECH,EQ,146,147,144,146.07,145.7,145.9,7084,1030017.55,29-Jul-2025,319,INE449G01018
AGROPHOS,EQ,42,42.99,40.06,42.02,41.99,40.91,321468,13413939.93,29-Jul-2025,2486,INE740V01019
AGSTRA,BE,4.87,4.87,4.87,4.87,4.87,4.9,135982,662232.34,29-Jul-2025,367,INE583L01014
AHLADA,EQ,63.87,63.87,62,62.87,63.52,62.86,14102,885549.13,29-Jul-2025,198,INE00PV01013
AHLUCONT,EQ,992,1033.8,992,1009.7,1023,1006.8,35564,35802608.10,29-Jul-2025,6426,INE758C01029
AIAENG,EQ,3210,3234.7,3162,3183.2,3185,3221.3,23710,75499570.40,29-Jul-2025,7580,INE212H01026
AIMTRON,SM,753.3,765,745,752.35,750.05,753.3,25200,18948600.00,29-Jul-2025,60,INE0RUV01018
GOLDTECH,EQ,66,68.77,64.97,65.75,65.56,66.05,66984,4471482.53,29-Jul-2025,1280,INE805A01014
AIRAN,EQ,26.9,27.6,26.57,27.1,27.03,26.9,94030,2542059.48,29-Jul-2025,713,INE645W01026
AIROLAM,EQ,113.95,115.7,110.15,113.24,115.7,110.61,968,108618.52,29-Jul-2025,65,INE801L01010
AIRTELPP,E1,1430,1460,1425,1454.85,1450.5,1431.35,42950,62064800.15,29-Jul-2025,1389,IN9397D01014
AJANTPHARM,EQ,2783.7,2828,2722.1,2823.2,2827,2767.1,121375,339508268.30,29-Jul-2025,24752,INE031B01049
AJAXENGG,EQ,661.1,675.45,660.25,673.05,675,662.65,58578,39106697.65,29-Jul-2025,8156,INE274Y01021
AJMERA,EQ,931.95,931.95,901,914.85,918,929.6,70716,64596676.90,29-Jul-2025,4543,INE298G01027
AJOONI,EQ,5.6,5.6,5.5,5.57,5.53,5.45,250152,1391442.83,29-Jul-2025,457,INE820Y01021
AKANKSHA,ST,95.7,99,95.7,98,98,96,11000,1068800.00,29-Jul-2025,11,INE0PCY01014
AKASH,EQ,27.5,28.69,27.5,27.51,27.51,28.23,2463,68114.86,29-Jul-2025,52,INE737W01013
AKG,EQ,12.77,13.38,12.66,13.25,13.28,12.68,30189,392508.16,29-Jul-2025,241,INE00Y801016
AKI,BE,11.8,11.99,11.56,11.56,11.63,12.17,115867,1350572.61,29-Jul-2025,459,INE642Z01026
AKIKO,SM,117,117,105,107,107,109.05,94400,10117680.00,29-Jul-2025,48,INE0PMR01017
AFIL,EQ,7.16,7.22,7.11,7.17,7.11,7.13,506892,3631815.65,29-Jul-2025,652,INE916Y01027
AKSHOPTFBR,EQ,8.25,8.35,8.14,8.2,8.2,8.21,138464,1136769.27,29-Jul-2025,372,INE523B01011
AKSHAR,BE,0.54,0.54,0.52,0.53,0.53,0.54,1622018,863193.89,29-Jul-2025,608,INE256Z01025
AKSHARCHEM,EQ,292.55,298,285.2,293.9,298,293.05,6139,1778629.00,29-Jul-2025,486,INE542B01011
AKUMS,EQ,535,547.65,525.25,545.4,543.8,529.55,95286,51258258.55,29-Jul-2025,5278,INE09XN01023
AKZOINDIA,EQ,3760.9,3810,3741.5,3784.5,3781.8,3760.9,21072,79691862.90,29-Jul-2025,5095,INE133A01011
ALANKIT,EQ,14.99,15.57,14.88,15.42,15.29,15.2,259859,3978996.90,29-Jul-2025,1011,INE914E01040
ALBERTDAVD,EQ,884.45,913.45,884.45,907.45,900.1,890.4,3537,3180451.95,29-Jul-2025,304,INE155C01010
ALEMBICLTD,EQ,112,113.85,110.56,113.38,113.84,112.09,409342,45939565.75,29-Jul-2025,7404,INE426A01027
APLLTD,EQ,991.8,1023.8,987.6,1013.2,1007.1,1000.4,115741,116553646.00,29-Jul-2025,11972,INE901L01018
ALICON,EQ,894.75,920.35,886.6,911.55,905,894.75,5682,5167093.15,29-Jul-2025,1064,INE062D01024
ALIVUS,EQ,1020,1029.5,1011,1016.6,1019.8,1022,34281,34921642.50,29-Jul-2025,6247,INE03Q201024
ALKALI,EQ,92.15,93.69,91.5,92.49,93,92.15,4294,396619.36,29-Jul-2025,212,INE773I01017
ALKEM,EQ,5049.9,5097.5,5036.5,5070.7,5079.9,5047.4,80061,405913068.10,29-Jul-2025,12436,INE540L01014
ALKYLAMINE,EQ,2160.8,2214,2155.3,2206.7,2207.9,2157.2,36647,80154056.80,29-Jul-2025,8110,INE150B01039
ALLETEC,SM,347.8,347.95,344.05,345,345,343.15,14400,4980560.00,29-Jul-2025,32,INE0M2X01012
ACLGATI,EQ,65.45,67.87,65.06,65.91,65.95,65.45,142674,9414531.28,29-Jul-2025,1576,INE152B01027
ALLCARGO,EQ,33.51,34.75,33.45,34.55,34.7,33.83,2294100,78124985.45,29-Jul-2025,10524,INE418H01029
ATL,EQ,30.11,31.5,30.11,31.16,30.85,30.72,97414,3006571.20,29-Jul-2025,1143,INE0NN701020
ALLDIGI,EQ,1002.5,1019,989,1013.75,1015,990.05,20770,20912728.30,29-Jul-2025,1731,INE835G01018
ABDL,EQ,475.25,491.5,472.3,487.7,487,477.45,545965,263366226.55,29-Jul-2025,16953,INE552Z01027
ADSL,EQ,162.08,165.5,160.65,164.77,164.5,162.08,145630,23815460.19,29-Jul-2025,2331,INE102I01027
ALMONDZ,EQ,22.98,23,21,21.48,21.46,21.87,519650,11208033.98,29-Jul-2025,1483,INE326B01035
ALOKINDS,EQ,19.49,19.64,19.2,19.42,19.6,19.61,7838884,152226885.70,29-Jul-2025,12565,INE270A01029
ALPA,EQ,101.12,104.1,101.12,103.66,104.1,101.12,27966,2878918.18,29-Jul-2025,400,INE385I01010
ALPEXSOLAR,SM,1278.35,1285,1240,1256.7,1257.1,1273.75,95600,120238780.00,29-Jul-2025,379,INE0R4701017
ALPHAGEO,EQ,270,279.95,262.1,265.1,263.9,262.45,11985,3193516.45,29-Jul-2025,716,INE137C01018
ALUWIND,ST,74.5,74.5,71.75,72.25,72.25,74.5,21000,1554525.00,29-Jul-2025,6,INE0STM01017
ARE&M,EQ,965.6,1001.8,963.45,993,993,972.3,636722,626412007.10,29-Jul-2025,33459,INE885A01032
AMBER,EQ,7465,8008.5,7252,7810.5,7833,7465.5,1350156,10378586164.00,29-Jul-2025,145403,INE371P01015
AMBEY,SM,38.7,42,38.7,42,42,42,4000,161400.00,29-Jul-2025,2,INE0M3I01029
AMBICAAGAR,EQ,27.43,28.75,27.02,27.31,27.5,27.22,43565,1220509.49,29-Jul-2025,998,INE792B01012
AMBIKCO,EQ,1580.3,1615,1580.3,1603.2,1601,1590.7,3105,4964978.60,29-Jul-2025,696,INE540G01014
AMBUJACEM,EQ,610,612.4,602.65,610.05,611.75,611.05,3278602,1993821009.60,29-Jul-2025,31509,INE079A01024
AMDIND,EQ,50.03,52.49,50.03,50.9,50.9,50.85,4293,218389.20,29-Jul-2025,151,INE005I01014
AMEYA,SM,117.5,117.5,116,116,116,117.5,2000,233500.00,29-Jul-2025,2,INE0KT901015
AMIABLE,SM,73.75,73.75,73.7,73.7,73.7,76.5,3200,235920.00,29-Jul-2025,2,INE0MTP01013
AMNPLST,EQ,223.1,228.25,221.99,227.46,228.07,223.9,2232,504052.11,29-Jul-2025,313,INE275D01022
AMJLAND,EQ,58.49,59.25,57.15,58.02,57.9,58.22,23373,1361178.72,29-Jul-2025,799,INE606A01024
AMRUTANJAN,EQ,655.15,678,655.15,664.75,661.15,659.75,9702,6429050.85,29-Jul-2025,1246,INE098F01031
ANANDRATHI,EQ,2650,2695,2635.1,2688.3,2688.4,2643.6,150556,402697867.40,29-Jul-2025,14577,INE463V01026
ANANTRAJ,EQ,560,581,547.4,578.4,581,563.1,2468347,1403875082.45,29-Jul-2025,41218,INE242C01024
ACL,EQ,69.01,71.75,68.09,70.41,70,69.47,29211,2055781.82,29-Jul-2025,793,INE666E01020
ANDHRAPAP,EQ,75.8,77.93,75.8,77.16,77.49,75.78,82935,6382362.59,29-Jul-2025,1823,INE435A01051
ANDHRSUGAR,EQ,78.26,78.9,77.21,78.59,78.9,78.04,145923,11384172.17,29-Jul-2025,2026,INE715B01021
ANGELONE,EQ,2608,2649,2580,2632.1,2644.1,2608,698116,1827005497.20,29-Jul-2025,53697,INE732I01013
AISL,SM,93,93,92.65,92.65,92.65,97.5,7800,722880.00,29-Jul-2025,13,INE635Y01015
ANIKINDS,EQ,97.8,99.5,93,94.12,96,97.9,23296,2191764.48,29-Jul-2025,377,INE087B01017
APCL,BE,150,152.8,145,151.98,152.8,150,1513,228180.60,29-Jul-2025,35,INE071F01012
ANKITMETAL,BZ,2,2,1.91,1.92,1.92,1.99,1239,2429.29,29-Jul-2025,9,INE106I01010
ANLON,ST,430,430,426,426.75,426.5,430.3,2400,1027820.00,29-Jul-2025,5,INE0LR101013
